-3.8,-4.2,205.57,199.92,0.1,0.0,01,00
-3.3,-4.2,204.43,185.08,0.2,0.0,02,00
-2.9,-4.2,204.81,187.98,0.2,0.0,03,00
-1.5,-4.2,205.91,184.27,0.2,0.0,06,00
-1.1,-4.2,205.88,186.32,0.2,0.0,07,00
0.2,-4.2,202.80,186.90,0.2,0.0,10,00
0.7,-4.2,202.12,187.73,0.2,0.0,11,00
1.1,-4.2,206.02,183.94,0.2,0.0,12,00
1.5,-4.2,205.78,183.48,0.2,0.0,13,00
2.0,-4.2,205.89,184.22,0.2,0.0,14,00
2.4,-4.2,206.77,184.94,0.2,0.0,15,00
2.9,-4.2,205.93,184.49,0.2,0.0,16,00
3.3,-4.2,205.60,185.23,0.2,0.0,17,00
3.8,-4.2,206.41,185.04,0.2,0.0,18,00
4.2,-4.2,205.56,184.95,0.2,0.0,19,00
4.2,-3.8,205.87,183.54,0.2,0.0,20,01
3.8,-3.8,206.13,183.90,0.2,0.0,21,01
3.3,-3.8,205.95,183.26,0.2,0.0,22,01
2.9,-3.8,206.37,184.19,0.2,0.0,23,01
2.4,-3.8,205.74,184.57,0.2,0.0,24,01
2.0,-3.8,206.47,183.43,0.2,0.0,25,01
1.5,-3.8,205.84,184.49,0.2,0.0,26,01
1.1,-3.8,205.41,183.54,0.2,0.0,27,01
0.7,-3.8,205.80,184.15,0.2,0.0,28,01
0.2,-3.8,203.12,187.23,0.2,0.0,29,01
-0.2,-3.8,200.15,188.52,0.2,0.0,30,01
-1.5,-3.8,204.68,186.91,0.2,0.0,33,01
-2.0,-3.8,205.38,186.57,0.2,0.0,34,01
-2.4,-3.8,203.16,187.60,0.2,0.0,35,01
-2.9,-3.8,204.91,186.26,0.2,0.0,36,01
-3.3,-3.8,205.99,185.51,0.2,0.0,37,01
-3.8,-3.8,204.73,186.51,0.2,0.0,38,01
-4.2,-3.8,205.85,184.91,0.2,0.0,39,01
-4.2,-3.3,205.53,183.53,0.2,0.0,00,02
-3.8,-3.3,205.46,183.13,0.2,0.0,01,02
-3.3,-3.3,205.32,185.03,0.2,0.0,02,02
-2.9,-3.3,205.27,185.44,0.2,0.0,03,02
-2.4,-3.3,205.91,184.67,0.2,0.0,04,02
-2.0,-3.3,205.86,184.52,0.2,0.0,05,02
-1.5,-3.3,204.31,186.18,0.2,0.0,06,02
-1.1,-3.3,200.35,190.58,0.2,0.0,07,02
1.1,-3.3,204.86,185.17,0.2,0.0,12,02
1.5,-3.3,205.98,183.37,0.2,0.0,13,02
2.0,-3.3,206.34,184.48,0.2,0.0,14,02
2.4,-3.3,206.09,183.81,0.2,0.0,15,02
2.9,-3.3,205.87,182.73,0.2,0.0,16,02
3.3,-3.3,206.08,183.67,0.2,0.0,17,02
3.8,-3.3,206.50,183.40,0.2,0.0,18,02
4.2,-3.3,206.52,183.24,0.2,0.0,19,02
4.2,-2.9,206.39,183.47,0.2,0.0,20,03
3.8,-2.9,206.21,183.44,0.2,0.0,21,03
3.3,-2.9,206.12,183.68,0.2,0.0,22,03
2.9,-2.9,206.37,183.24,0.2,0.0,23,03
2.4,-2.9,205.75,183.91,0.2,0.0,24,03
2.0,-2.9,205.78,184.03,0.2,0.0,25,03
1.5,-2.9,205.62,183.74,0.2,0.0,26,03
1.1,-2.9,205.75,183.90,0.2,0.0,27,03
0.7,-2.9,205.70,185.69,0.2,0.0,28,03
0.2,-2.9,202.32,188.06,0.2,0.0,29,03
-0.2,-2.9,202.47,185.51,0.2,0.0,30,03
-0.7,-2.9,203.24,185.78,0.2,0.0,31,03
-2.0,-2.9,206.39,184.09,0.2,0.0,34,03
-2.4,-2.9,205.84,183.62,0.2,0.0,35,03
-2.9,-2.9,205.75,183.91,0.2,0.0,36,03
-3.3,-2.9,205.50,185.06,0.2,0.0,37,03
-3.8,-2.9,205.84,184.59,0.2,0.0,38,03
-4.2,-2.9,206.08,183.90,0.2,0.0,39,03
-4.2,-2.4,206.36,183.38,0.2,0.0,00,04
-3.8,-2.4,206.41,183.64,0.2,0.0,01,04
-3.3,-2.4,206.22,183.29,0.2,0.0,02,04
-2.9,-2.4,205.89,183.37,0.2,0.0,03,04
-2.4,-2.4,205.78,183.41,0.2,0.0,04,04
-2.0,-2.4,205.96,183.22,0.2,0.0,05,04
-1.5,-2.4,203.95,188.87,0.2,0.0,06,04
0.7,-2.4,202.32,189.17,0.2,0.0,11,04
1.1,-2.4,201.92,188.84,0.2,0.0,12,04
1.5,-2.4,206.15,184.42,0.2,0.0,13,04
2.0,-2.4,205.67,183.42,0.2,0.0,14,04
2.4,-2.4,206.06,183.91,0.2,0.0,15,04
2.9,-2.4,174.64,156.15,0.2,0.0,16,04
3.3,-2.4,206.19,183.59,0.2,0.0,17,04
3.8,-2.4,206.22,183.65,0.2,0.0,18,04
4.2,-2.4,205.72,183.24,0.2,0.0,19,04
4.2,-2.0,206.05,183.67,0.2,0.0,20,05
3.8,-2.0,206.20,184.00,0.2,0.0,21,05
3.3,-2.0,206.31,183.28,0.2,0.0,22,05
2.9,-2.0,206.07,183.02,0.2,0.0,23,05
2.4,-2.0,205.70,183.65,0.2,0.0,24,05
2.0,-2.0,205.89,183.38,0.2,0.0,25,05
1.5,-2.0,205.76,183.30,0.2,0.0,26,05
1.1,-2.0,206.30,184.81,0.1,0.0,27,05
0.7,-2.0,202.22,187.87,0.1,0.0,28,05
0.2,-2.0,202.19,186.25,0.1,0.0,29,05
-0.2,-2.0,202.03,186.86,0.1,0.0,30,05
-0.7,-2.0,200.67,190.97,0.1,0.0,31,05
