0.2,-4.5,190,298,-0.0,-0.0
0.5,-4.5,187,304,-0.0,-0.0
0.8,-4.5,182,314,-0.0,-0.0
1.1,-4.5,184,314,-0.0,-0.0
1.4,-4.5,183,298,-0.0,-0.0
1.7,-4.5,182,307,-0.0,-0.0
2.0,-4.5,186,302,-0.0,-0.0
2.3,-4.5,183,305,-0.0,-0.0
2.6,-4.5,184,302,-0.0,-0.0
2.9,-4.5,189,305,-0.0,-0.0
3.3,-4.5,186,307,-0.0,-0.0
3.6,-4.5,177,318,-0.0,-0.0
3.9,-4.5,181,300,-0.0,-0.0
4.2,-4.5,188,301,-0.0,-0.0
4.5,-4.5,194,303,-0.0,-0.0
4.5,-4.2,188,310,-0.0,-0.0
4.2,-4.2,189,309,-0.0,-0.0
3.9,-4.2,176,315,-0.0,-0.0
3.6,-4.2,174,309,-0.0,-0.0
3.3,-4.2,184,303,-0.0,-0.0
2.9,-4.2,191,299,-0.0,-0.0
2.6,-4.2,185,306,0.0,-0.0
2.3,-4.2,185,304,0.0,-0.0
2.0,-4.2,187,304,0.0,-0.0
1.7,-4.2,189,302,0.0,-0.0
1.4,-4.2,191,301,0.0,-0.0
1.1,-4.2,184,299,0.0,-0.0
0.8,-4.2,181,312,0.0,-0.0
0.5,-4.2,183,301,0.0,-0.0
0.2,-4.2,186,307,0.0,-0.0
-0.2,-4.2,186,302,0.0,-0.0
-0.5,-4.2,183,309,0.0,-0.0
-0.8,-4.2,183,305,0.0,-0.0
-1.1,-4.2,189,303,0.0,-0.0
-1.4,-4.2,181,318,0.0,-0.0
-1.7,-4.2,184,316,0.0,-0.0
-2.0,-4.2,190,297,0.0,-0.0
-2.3,-4.2,182,306,0.0,-0.0
-2.6,-4.2,195,300,0.0,-0.0
-2.9,-4.2,184,308,0.0,-0.0
-3.6,-4.2,189,312,0.0,-0.0
-3.9,-4.2,181,324,0.0,-0.0
-4.2,-4.2,180,315,0.0,-0.0
-4.5,-4.2,187,311,0.0,-0.0
-4.5,-3.9,184,321,0.0,-0.0
-4.2,-3.9,181,306,0.0,-0.0
-3.9,-3.9,185,303,0.0,-0.0
-3.6,-3.9,184,316,0.0,-0.0
-3.3,-3.9,192,298,0.0,-0.0
-2.9,-3.9,187,312,0.0,-0.0
-2.6,-3.9,185,315,0.0,-0.0
-2.3,-3.9,194,304,0.0,-0.0
