-1.1,4.2,218,372,0.0,0.0
-0.8,4.2,221,366,0.0,0.0
-0.5,4.2,224,354,0.0,0.0
-1.4,4.2,223,377,0.0,0.0
-1.1,4.2,218,372,0.0,0.0
-0.8,4.2,221,366,0.0,0.0
-0.5,4.2,224,354,0.0,0.0
-1.4,4.2,223,377,0.0,0.0
-1.1,4.2,218,372,0.0,0.0
-0.8,4.2,221,366,0.0,0.0
-0.5,4.2,224,354,0.0,0.0
-4.2,-4.5,218,354,-0.0,0.0
-3.9,-4.5,221,354,-0.0,0.0
-3.6,-4.5,219,356,-0.0,0.0
-3.3,-4.5,227,372,-0.0,0.0
-2.9,-4.5,219,368,-0.0,0.0
-2.6,-4.5,231,354,-0.0,0.0
-2.3,-4.5,217,355,-0.0,0.0
-2.0,-4.5,220,356,-0.0,0.0
-1.7,-4.5,224,355,-0.0,0.0
-1.4,-4.5,220,355,-0.0,0.0
-1.1,-4.5,217,371,-0.0,0.0
-0.8,-4.5,220,360,-0.0,0.0
-0.5,-4.5,221,368,-0.0,0.0
-0.2,-4.5,223,361,-0.0,0.0
0.2,-4.5,219,354,-0.0,0.0
0.5,-4.5,217,364,-0.0,0.0
0.8,-4.5,228,351,-0.0,0.0
1.1,-4.5,222,373,-0.0,0.0
1.4,-4.5,225,365,-0.0,0.0
1.7,-4.5,226,360,-0.0,0.0
2.0,-4.5,219,361,-0.0,0.0
2.3,-4.5,221,364,-0.0,0.0
2.6,-4.5,221,355,-0.0,0.0
3.0,-4.5,225,345,-0.0,0.0
3.3,-4.5,224,351,-0.0,0.0
3.6,-4.5,219,365,-0.0,0.0
3.9,-4.5,222,364,-0.0,0.0
4.2,-4.5,226,351,-0.0,0.0
4.5,-4.5,225,357,-0.0,0.0
4.5,-4.2,229,345,-0.0,0.0
4.2,-4.2,216,356,-0.0,0.0
3.9,-4.2,224,359,-0.0,0.0
3.6,-4.2,219,359,-0.0,0.0
3.3,-4.2,226,351,-0.0,0.0
3.0,-4.2,221,351,-0.0,0.0
2.6,-4.2,219,368,-0.0,0.0
2.3,-4.2,219,362,-0.0,-0.0
2.0,-4.2,218,362,-0.0,-0.0
1.7,-4.2,216,375,-0.0,-0.0
1.4,-4.2,218,362,-0.0,-0.0
1.1,-4.2,225,360,-0.0,-0.0
0.8,-4.2,216,363,-0.0,-0.0
0.5,-4.2,222,358,-0.0,-0.0
0.2,-4.2,221,373,-0.0,-0.0
0.2,-3.9,222,354,-0.0,-0.0
0.5,-3.9,217,370,-0.0,-0.0
0.8,-3.9,217,364,-0.0,-0.0
1.1,-3.9,219,368,-0.0,-0.0
1.4,-3.9,222,360,-0.0,-0.0
1.7,-3.9,222,360,-0.0,-0.0
2.0,-3.9,219,371,-0.0,-0.0
2.3,-3.9,221,361,-0.0,-0.0
2.6,-3.9,221,367,-0.0,-0.0
3.0,-3.9,226,352,-0.0,-0.0
3.3,-3.9,217,367,-0.0,-0.0
3.6,-3.9,229,345,-0.0,-0.0
3.9,-3.9,222,353,-0.0,-0.0
4.2,-3.9,221,371,-0.0,-0.0
4.5,-3.9,221,367,-0.0,-0.0
4.5,-3.6,224,344,-0.0,-0.0
4.2,-3.6,224,351,-0.0,-0.0
3.9,-3.6,228,355,-0.0,-0.0
3.6,-3.6,218,346,-0.0,-0.0
3.3,-3.6,222,350,-0.0,-0.0
3.0,-3.6,218,370,-0.0,-0.0
2.6,-3.6,216,370,-0.0,-0.0
2.3,-3.6,219,350,-0.0,-0.0
2.0,-3.6,223,368,-0.0,-0.0
1.7,-3.6,222,353,-0.0,-0.0
1.4,-3.6,228,351,-0.0,-0.0
1.1,-3.6,219,356,-0.0,-0.0
0.8,-3.6,217,354,-0.0,-0.0
0.5,-3.6,230,356,-0.0,-0.0
0.2,-3.6,222,364,-0.0,-0.0
0.2,-3.3,227,348,-0.0,-0.0
0.5,-3.3,217,361,-0.0,-0.0
0.8,-3.3,219,366,-0.0,-0.0
1.1,-3.3,222,355,-0.0,-0.0
1.4,-3.3,224,362,-0.0,-0.0
1.7,-3.3,222,356,-0.0,-0.0
2.0,-3.3,226,351,-0.0,-0.0
2.3,-3.3,219,346,-0.0,-0.0
2.6,-3.3,231,352,-0.0,-0.0
3.0,-3.3,228,352,-0.0,-0.0
3.3,-3.3,222,349,-0.0,-0.0
3.6,-3.3,223,347,-0.0,-0.0
3.9,-3.3,222,363,-0.0,-0.0
4.2,-3.3,219,358,-0.0,-0.0
4.5,-3.3,226,352,-0.0,-0.0
4.5,-2.9,225,342,-0.0,-0.0
4.2,-2.9,225,347,-0.0,-0.0
3.9,-2.9,227,357,-0.0,-0.0
3.6,-2.9,226,348,-0.0,-0.0
3.3,-2.9,228,344,-0.0,-0.0
3.0,-2.9,221,367,-0.0,-0.0
2.6,-2.9,223,351,-0.0,-0.0
2.3,-2.9,219,357,-0.0,-0.0
2.0,-2.9,220,356,-0.0,-0.0
1.7,-2.9,219,352,-0.0,-0.0
1.4,-2.9,227,340,-0.0,-0.0
1.1,-2.9,223,357,-0.0,-0.0
0.8,-2.9,223,362,-0.0,-0.0
0.5,-2.9,222,360,-0.0,-0.0
0.2,-2.9,223,355,-0.0,-0.0
0.2,-2.6,220,366,-0.0,-0.0
0.5,-2.6,219,363,-0.0,-0.0
0.8,-2.6,222,352,-0.0,-0.0
1.1,-2.6,217,369,-0.0,-0.0
1.4,-2.6,219,357,-0.0,-0.0
1.7,-2.6,219,364,-0.0,-0.0
2.0,-2.6,217,360,-0.0,-0.0
2.3,-2.6,224,351,-0.0,-0.0
2.6,-2.6,228,344,-0.0,-0.0
3.0,-2.6,221,356,-0.0,-0.0
3.3,-2.6,218,350,-0.0,-0.0
3.6,-2.6,221,358,-0.0,-0.0
3.9,-2.6,224,358,-0.0,-0.0
4.2,-2.6,223,361,-0.0,-0.0
4.5,-2.6,225,342,-0.0,-0.0
4.5,-2.3,224,360,-0.0,-0.0
4.2,-2.3,217,368,-0.0,-0.0
3.9,-2.3,220,352,-0.0,-0.0
3.6,-2.3,227,346,-0.0,-0.0
3.3,-2.3,231,345,-0.0,-0.0
3.0,-2.3,224,357,-0.0,-0.0
2.6,-2.3,230,353,-0.0,-0.0
2.3,-2.3,226,341,-0.0,-0.0
2.0,-2.3,227,337,-0.0,-0.0
1.7,-2.3,229,338,-0.0,-0.0
1.4,-2.3,230,348,-0.0,-0.0
1.1,-2.3,225,352,-0.0,-0.0
0.8,-2.3,224,357,-0.0,-0.0
0.5,-2.3,224,348,-0.0,-0.0
0.2,-2.3,228,348,-0.0,-0.0
0.2,-2.0,227,349,-0.0,-0.0
0.5,-2.0,227,352,-0.0,-0.0
0.8,-2.0,226,354,-0.0,-0.0
1.1,-2.0,221,371,-0.0,-0.0
1.4,-2.0,215,361,-0.0,-0.0
1.7,-2.0,223,358,-0.0,-0.0
2.0,-2.0,228,346,-0.0,-0.0
2.3,-2.0,226,355,-0.0,-0.0
2.6,-2.0,229,344,-0.0,-0.0
3.0,-2.0,232,339,-0.0,-0.0
3.3,-2.0,232,340,-0.0,-0.0
3.6,-2.0,225,352,-0.0,-0.0
3.9,-2.0,221,354,-0.0,-0.0
4.2,-2.0,230,345,-0.0,-0.0
4.5,-2.0,229,347,-0.0,-0.0
4.5,-1.7,232,336,-0.0,-0.0
4.2,-1.7,227,342,-0.0,-0.0
3.9,-1.7,228,344,-0.0,-0.0
3.6,-1.7,224,349,-0.0,-0.0
3.3,-1.7,228,347,-0.0,-0.0
3.0,-1.7,223,355,-0.0,-0.0
2.6,-1.7,226,350,-0.0,-0.0
2.3,-1.7,225,348,-0.0,-0.0
2.0,-1.7,224,349,-0.0,-0.0
