-4.2,-4.5,207,472,0.0,-0.0
-3.9,-4.5,217,352,0.0,-0.0
-3.6,-4.5,215,350,0.0,-0.0
-3.3,-4.5,212,351,0.0,-0.0
-2.9,-4.5,218,349,0.0,-0.0
-2.6,-4.5,220,345,0.0,-0.0
-2.3,-4.5,219,351,0.0,-0.0
-2.0,-4.5,209,359,0.0,-0.0
-1.7,-4.5,211,345,0.0,-0.0
-1.4,-4.5,221,338,0.0,-0.0
-1.1,-4.5,215,353,0.0,-0.0
-0.8,-4.5,224,351,0.0,-0.0
-0.5,-4.5,216,349,0.0,-0.0
-0.2,-4.5,214,345,0.0,-0.0
0.2,-4.5,211,340,0.0,-0.0
0.5,-4.5,219,360,0.0,-0.0
0.8,-4.5,218,360,0.0,-0.0
1.1,-4.5,210,359,0.0,-0.0
1.4,-4.5,214,356,0.0,-0.0
1.7,-4.5,219,352,0.0,-0.0
2.0,-4.5,219,344,0.0,-0.0
2.3,-4.5,210,362,0.0,-0.0
2.6,-4.5,209,362,0.0,-0.0
2.9,-4.5,215,341,0.0,-0.0
3.3,-4.5,218,340,0.0,-0.0
3.6,-4.5,214,356,0.0,-0.0
3.9,-4.5,215,351,0.0,-0.0
4.2,-4.5,217,346,0.0,-0.0
4.5,-4.5,221,336,0.0,-0.0
4.5,-4.2,222,337,0.0,-0.0
4.2,-4.2,218,335,0.0,-0.0
3.9,-4.2,212,346,0.0,-0.0
3.6,-4.2,217,346,0.0,-0.0
3.3,-4.2,215,339,0.0,-0.0
2.9,-4.2,211,358,0.0,-0.0
2.6,-4.2,223,333,0.0,-0.0
2.3,-4.2,219,342,0.0,-0.0
2.0,-4.2,218,346,0.0,-0.0
1.7,-4.2,223,342,0.0,-0.0
1.4,-4.2,210,357,0.0,-0.0
1.1,-4.2,213,351,0.0,-0.0
0.8,-4.2,211,359,0.0,-0.0
0.5,-4.2,211,354,0.0,-0.0
0.2,-4.2,215,350,0.0,-0.0
-0.2,-4.2,211,357,0.0,-0.0
-0.5,-4.2,209,367,0.0,-0.0
-0.8,-4.2,211,360,0.0,-0.0
-1.1,-4.2,218,342,0.0,-0.0
-1.4,-4.2,217,345,0.0,-0.0
-1.7,-4.2,221,341,0.0,-0.0
-2.0,-4.2,218,350,0.0,-0.0
-2.3,-4.2,209,364,0.0,-0.0
-2.6,-4.2,212,354,0.0,-0.0
-2.9,-4.2,210,367,0.0,-0.0
-3.3,-4.2,213,356,0.0,-0.0
-3.6,-4.2,213,346,0.0,-0.0
-3.9,-4.2,210,366,0.0,-0.0
-4.2,-4.2,219,348,0.0,-0.0
-4.5,-4.2,214,356,0.0,-0.0
-4.5,-3.9,206,360,0.0,-0.0
-4.2,-3.9,213,359,0.0,-0.0
-3.9,-3.9,217,354,0.0,-0.0
-3.6,-3.9,216,348,0.0,-0.0
-3.3,-3.9,220,347,0.0,-0.0
-2.9,-3.9,214,353,0.0,-0.0
-2.6,-3.9,211,367,0.0,-0.0
-2.3,-3.9,215,347,0.0,-0.0
-2.0,-3.9,220,343,0.0,-0.0
-1.7,-3.9,208,358,0.0,-0.0
-1.4,-3.9,219,346,0.0,-0.0
-1.1,-3.9,215,339,0.0,-0.0
-0.8,-3.9,217,344,0.0,-0.0
-0.5,-3.9,209,360,0.0,-0.0
-0.2,-3.9,217,344,0.0,-0.0
0.2,-3.9,210,346,0.0,-0.0
0.5,-3.9,211,355,0.0,-0.0
0.8,-3.9,208,367,0.0,-0.0
1.1,-3.9,213,359,0.0,-0.0
1.4,-3.9,211,364,0.0,-0.0
1.7,-3.9,211,352,0.0,-0.0
2.0,-3.9,217,341,0.0,0.0
2.3,-3.9,221,344,0.0,0.0
2.6,-3.9,216,346,0.0,0.0
2.9,-3.9,220,343,0.0,0.0
3.3,-3.9,211,366,0.0,-0.0
3.6,-3.9,211,355,0.0,-0.0
3.9,-3.9,213,357,0.0,-0.0
4.2,-3.9,210,342,0.0,-0.0
4.5,-3.9,221,338,0.0,-0.0
4.5,-3.6,218,345,0.0,-0.0
4.2,-3.6,219,343,0.0,-0.0
3.9,-3.6,212,346,0.0,-0.0
3.6,-3.6,214,357,0.0,-0.0
3.3,-3.6,215,355,0.0,-0.0
2.9,-3.6,216,334,0.0,-0.0
2.6,-3.6,221,344,0.0,-0.0
2.3,-3.6,211,343,0.0,-0.0
2.0,-3.6,209,363,0.0,-0.0
1.7,-3.6,212,363,0.0,-0.0
1.4,-3.6,213,352,0.0,-0.0
1.1,-3.6,210,350,0.0,-0.0
0.8,-3.6,217,334,0.0,-0.0
0.5,-3.6,216,351,0.0,-0.0
0.2,-3.6,220,336,0.0,-0.0
-0.2,-3.6,210,341,0.0,0.0
-0.5,-3.6,216,342,0.0,0.0
-0.8,-3.6,213,355,0.0,0.0
-1.1,-3.6,211,358,0.0,0.0
-1.4,-3.6,217,338,0.0,0.0
-1.7,-3.6,210,359,0.0,0.0
-2.0,-3.6,215,356,0.0,0.0
-2.3,-3.6,215,351,0.0,0.0
-2.6,-3.6,219,337,0.0,0.0
-3.0,-3.6,210,367,0.0,0.0
-3.3,-3.6,205,365,0.0,0.0
-3.6,-3.6,214,348,0.0,0.0
-3.9,-3.6,212,367,0.0,0.0
-4.2,-3.6,210,359,0.0,0.0
-4.5,-3.6,220,338,0.0,0.0
-4.5,-3.3,220,350,0.0,0.0
-4.2,-3.3,220,335,0.0,0.0
-3.9,-3.3,214,338,0.0,0.0
-3.6,-3.3,215,352,0.0,0.0
-3.3,-3.3,209,360,0.0,0.0
-3.0,-3.3,206,359,0.0,0.0
-2.6,-3.3,207,368,0.0,0.0
-2.3,-3.3,210,358,0.0,0.0
-2.0,-3.3,209,365,0.0,0.0
-1.7,-3.3,210,365,0.0,0.0
-1.4,-3.3,219,339,0.0,0.0
-1.1,-3.3,216,343,0.0,0.0
-0.8,-3.3,212,361,0.0,0.0
-0.5,-3.3,217,341,0.0,0.0
-0.2,-3.3,225,344,0.0,0.0
0.2,-3.3,214,367,0.0,0.0
0.5,-3.3,219,342,0.0,0.0
0.8,-3.3,220,339,0.0,0.0
1.1,-3.3,214,341,0.0,0.0
1.4,-3.3,219,347,0.0,0.0
1.7,-3.3,209,354,0.0,0.0
2.0,-3.3,213,344,0.0,0.0
2.3,-3.3,214,349,0.0,0.0
2.6,-3.3,215,347,0.0,0.0
2.9,-3.3,220,334,0.0,0.0
3.3,-3.3,211,354,0.0,0.0
3.6,-3.3,224,333,0.0,0.0
3.9,-3.3,215,348,0.0,0.0
4.2,-3.3,221,339,0.0,0.0
4.5,-3.3,221,345,0.0,0.0
4.5,-3.0,223,338,0.0,0.0
4.2,-3.0,218,341,0.0,0.0
3.9,-3.0,221,335,0.0,0.0
3.6,-3.0,219,336,0.0,0.0
3.3,-3.0,214,343,0.0,0.0
2.9,-3.0,217,338,0.0,0.0
2.6,-3.0,217,333,0.0,0.0
2.3,-3.0,221,336,0.0,0.0
2.0,-3.0,215,347,0.0,0.0
1.7,-3.0,210,355,0.0,0.0
1.4,-3.0,217,340,0.0,0.0
1.1,-3.0,215,346,0.0,0.0
0.8,-3.0,214,334,0.0,0.0
0.5,-3.0,217,345,0.0,0.0
0.2,-3.0,213,348,0.0,0.0
-0.2,-3.0,208,346,0.0,0.0
-0.5,-3.0,211,357,0.0,0.0
-0.8,-3.0,209,366,0.0,0.0
-1.1,-3.0,216,353,0.0,0.0
-1.4,-3.0,213,364,0.0,0.0
-1.7,-3.0,208,364,0.0,0.0
-2.0,-3.0,214,348,0.0,0.0
-2.3,-3.0,209,370,0.0,0.0
-2.6,-2.9,213,347,0.0,0.0
-3.0,-2.9,215,350,0.0,0.0
-3.3,-2.9,208,344,0.0,0.0
-3.6,-2.9,209,360,0.0,0.0
-3.9,-2.9,212,359,0.0,0.0
-4.2,-2.9,211,356,0.0,0.0
-4.5,-2.9,216,349,0.0,0.0
-4.5,-2.6,213,363,0.0,0.0
-4.2,-2.6,209,357,0.0,0.0
-3.9,-2.6,209,362,0.0,0.0
-3.6,-2.6,209,358,0.0,0.0
-3.3,-2.6,216,351,0.0,0.0
-3.0,-2.6,217,339,0.0,-0.0
-2.6,-2.6,208,354,0.0,-0.0
